version,test_name,category,passed,latency_ms,total_tokens,cost_usd,confidence_score
v1.5,COMPARECER || AUDIENCIA - Conciliação JESP Virtual,Testes de Ação Recomendada,1,4887,5254,0.002627,8
v1.5,COMPARECER || AUDIENCIA - AGC Recuperação Judicial,Testes de Ação Recomendada,1,4711,7822,0.003911,10
v1.5,COMPARECER || AUDIENCIA - Conciliação CEJUSC Trabalhista,Testes de Ação Recomendada,1,8260,5026,0.002513,8
v1.5,COMPARECER || PERICIA,Testes de Ação Recomendada,1,3925,4703,0.0023515000000000003,8
v1.5,COMPARECER || PAUTA_DE_JULGAMENTO - Videoconferência com Sustentação Oral,Testes de Ação Recomendada,1,5120,4982,0.002491,8
v1.5,COMPARECER || PAUTA_DE_JULGAMENTO - Presencial em Plenário,Testes de Ação Recomendada,1,4190,4890,0.0024449999999999997,9
v1.5,COMPARECER || PAUTA_DE_JULGAMENTO - Videoconferência com Sustentação Oral,Testes de Ação Recomendada,1,7618,5042,0.002521,9
v1.5,COMPARECER || PAUTA DE JULGAMENTO - Virtual RITJMG com Memoriais,Testes de Ação Recomendada,0,5396,5042,0.002521,9
v1.5,MANIFESTAR-SE + COMPARECER || PRAZO NO TEXTO - Impugnação de Cálculos de Liquidação || AUDIÊNCIA - 16/06/2025 às 10:15,Testes de Ação Recomendada,1,7066,5356,0.002678,8
v1.5,MANIFESTAR-SE || PRAZO NO TEXTO - Tentativa de Acordo em Cumprimento de Sentença,Testes de Ação Recomendada,1,3071,4778,0.0023889999999999996,8
v1.5,MANIFESTAR-SE || PRAZO NO TEXTO - Devolução de Autos com Penalidade,Testes de Ação Recomendada,1,2866,4753,0.0023765,8
v1.5,TOMAR_CIENCIA || AUDIENCIA [FALSO_POSITIVO] - Nenhuma menção a audiência,Testes de Ação Recomendada,1,3611,4537,0.0022685,7
v1.5,TOMAR_CIENCIA || AUDIENCIA [FALSO_POSITIVO] - marcou a audiencia; mas o texto fez referencia a 'aguarde-se audiencia já designada'. Na pratica = o advogado ja recebeu a notificação da data da audiencia; e vai esperar,Testes de Ação Recomendada,0,2841,4743,0.0023715000000000003,8
v1.5,TOMAR_CIENCIA || AUDIENCIA [FALSO_POSITIVO] - Não foi designação de audiência,Testes de Ação Recomendada,0,4113,4641,0.0023205,8
v1.5,P. CÍVIL,Testes de Classe Processual,1,2664,4744,0.002372,8
v1.5,P. CRIMINAL,Testes de Classe Processual,1,4386,4671,0.0023355000000000003,8
v1.5,P. TRABALHO,Testes de Classe Processual,1,4644,4884,0.002442,8
v1.5,P. JUIZADO,Testes de Classe Processual,1,5390,4776,0.002388,8
v1.5,1º INSTÂNCIA,Testes de Instância,1,3220,4767,0.0023835,8
v1.5,2º INSTÂNCIA - Agravante com Acórdão,Testes de Instância,1,4905,4621,0.0023105,8
v1.5,2º INSTÂNCIA - Apelante com Distribuição,Testes de Instância,1,3752,4502,0.002251,8
v1.5,2º INSTÂNCIA Distribuição para Turma,Testes de Instância,1,3031,4532,0.0022660000000000002,7
v1.5,2º INSTÂNCIA - Embargos em Turma,Testes de Instância,1,2907,5289,0.0026444999999999997,8
v1.5,2º INSTÂNCIA[FALSO POSITIVO] - Julgamento Virtual RITJMG,Testes de Instância,0,4097,4716,0.0023580000000000003,8
v1.5,2º INSTÂNCIA[FALSO POSITIVO] - Acórdão de Turma Trabalhista,Testes de Instância,1,6040,5340,0.00267,8
v1.5,2º INSTÂNCIA[FALSO POSITIVO] - Intimação de Acórdão Trabalhista,Testes de Instância,1,3356,5323,0.0026615000000000002,8
v1.5,2º INSTÂNCIA[FALSO POSITIVO],Testes de Instância,1,3337,5308,0.002654,8
v1.5,PRAZO NO TEXTO - Não tem prazo explicito no texto; já retornou 0 anteriormente,Testes de Prazos,1,6010,6837,0.0034185,8
v1.5,PRAZO NO TEXTO - Não tem prazo explicito no texto; já retornou 0 anteriormente,Testes de Prazos,1,6151,5324,0.002662,8
v1.5,PRAZO NO TEXTO - Não tem prazo explicito no texto; já retornou 0 anteriormente,Testes de Prazos,1,4492,5324,0.002662,8
